,ABF,AAL,ADM,AHT,ANTO,AVV,AZN,BA,BARC,BATS,BDEV,BKG,BLND,BNZL,BP,BRBY,BT-A,CCL,CDI,CNA,CPG,CRDA,CRH,DCC,DGE,DRX,DSG,EXPN,FERG,FRES
15/09/2010,1064,2538.247803,1647,100.5,1152,1185.10144,3348,340.7999878,292.5960999,2358.5,102.6999969,833.5,483.2999878,754.5,404.1000061,906,144.3999939,2366,6.880000114,342.5,602.2255249,1571.412109,1121.300049,1789.459961,1089,398.2000122,48.33330154,674,1635.21875,1189
16/09/2010,1052,2504.404541,1654,99.84999847,1155,1188.524048,3352,329.7999878,290.7485962,2351,103.0999985,837,477.8999939,749.5,408.4500122,910,140,2359,6.849999905,341,595.0430298,1554.86084,1114.400024,1782.567993,1079,393.2999878,48.33330154,673.5,1610.131836,1181
17/09/2010,1050,2503.906982,1668,99.80000305,1165,1192.80249,3326.5,329.2000122,281.4187927,2359,102.0999985,826.5,468.7999878,748,403.0499878,929.5,138.8999939,2371,6.849999905,341.2000122,590.0704956,1563.666992,1087.699951,1809.276001,1070,394,48.33330154,663,1622.675293,1168
20/09/2010,1075,2534.763916,1674,100.1999969,1189,1214.194214,3345,333.7999878,289.4554138,2403.5,103.6999969,837.5,476.1000061,762.5,411.3500061,942,142.1000061,2489,6.980000019,341,601.1204834,1566.956055,1098.099976,1810.137939,1092,399.8999939,48.33330154,671.5,1675.130005,1181
21/09/2010,1073,2517.842285,1670,103,1177,1222.750854,3348.5,334.3999939,287.8388062,2398.5,103.6999969,828,471.2999878,771,414.7999878,953,141.1000061,2507,6.949999809,334,598.9105225,1560.37793,1118.699951,1792.045044,1095,398.7999878,48.33330154,668.5,1708.199341,1196
22/09/2010,1068,2548.201904,1650,103,1214,1222.750854,3349,332.7999878,283.3125,2391,101.5999985,819,464,765.5,406.25,952.5,138.8999939,2492,6.960000038,335.1000061,591.1754761,1547.221802,1103.199951,1816.167969,1092,388.5,48.33330154,669,1691.094482,1218
23/09/2010,1067,2538.745605,1643,102.5,1211,1242.431274,3311.5,337.1000061,282.8967896,2393,101.9000015,817,464.5,758,405.1000061,945.5,139.1000061,2487,6.96999979,332.8999939,597.2529907,1557.088867,1089.900024,1785.151978,1092,392.2999878,48.33330154,674,1697.936401,1217
24/09/2010,1071,2523.316895,1632,104.4000015,1181,1227.884888,3334,347.5,287.9773865,2430.5,104.0999985,830,472.2999878,771.5,404.8999939,1002,143.1000061,2511,7.125,333.2999878,600.5679932,1593.374268,1083,1839.43103,1098,394.7000122,51.66659927,678.5,1744.689453,1232
27/09/2010,1061,2519.335449,1623,107.3000031,1195,1244.998291,3280,346.3999939,287.0537109,2395,104,818.5,472.2000122,760.5,403.8999939,998,140.6999969,2485,7,327.5,595.0430298,1602.18042,1074.800049,1835.984009,1100,400.3999939,48.33330154,681.5,1733.286255,1225
28/09/2010,1061,2539.243408,1625,108.0999985,1220,1255.266357,3300,338.2999878,285.4833069,2381.5,101.4000015,841.5,471.7999878,763.5,405.1499939,1002,140.5,2497,7.150000095,328.1000061,597.805481,1635.070679,1064.5,1814.444946,1095,401.5,48.33330154,685,1704.77832,1233
29/09/2010,1059,2519.833008,1657,108.6999969,1236,1254.410645,3237.5,341.5,281.973114,2380.5,99.94999695,832,471.8999939,767,421,1020,141.1999969,2541,7.349999905,324.2999878,609.40802,1625.203613,1044.300049,1829.092041,1096,383,51.66659927,692,1814.249023,1250
30/09/2010,1049,2513.86084,1666,109.9000015,1236,1251.843628,3233.5,342.2999878,276.7539063,2374.5,98.75,826,465,759,427.7999878,1040,140,2502,7.349999905,323.5,586.2030029,1628.492554,1034.400024,1809.276001,1096,383.2999878,51.66659927,693,1823.371582,1242
01/10/2010,1031,2558.155762,1682,110,1248,1286.070435,3222,343.1000061,276.8924866,2360.5,97.19999695,829,473.7000122,760,440.5,1030,142.8000031,2505,7.050000191,321,575.7055054,1626.370728,1028.800049,1779.983032,1104,384.1000061,48.33330154,674,1803.986206,1270
04/10/2010,1036,2526.303223,1671,108.5,1224,1250.132324,3212,342.5,276.9386902,2345,98.25,838.5,476.3999939,752.5,430.1000061,1026,145.8000031,2497,7.349999905,321.8999939,568.5230103,1612.047485,1036.099976,1761.029053,1092,382.7000122,48.33330154,676,1825.652222,1266
05/10/2010,1048,2629.326172,1664,110.5,1269,1249.276611,3242.5,350.7999878,285.2524109,2367.5,100.1999969,836.5,487.7999878,758,431.5,1014,148.5,2558,7.269999981,327,571.9816895,1647.165771,1061.900024,1779.983032,1099,386.2999878,48.33330154,682.5,1843.897461,1300
06/10/2010,1054,2739.316895,1590,115,1313,1223.606567,3236,355.3999939,283.4049072,2370,99.25,839,490.7000122,768.5,435.5499878,1005,151.1999969,2583,7.050000191,321.7999878,575.7055054,1657.139038,1099.300049,1787.737061,1102,385,51.66659927,685,1884.948853,1315
07/10/2010,1055,2652.220215,1599,114.4000015,1249,1224.462158,3279,350.1000061,280.8645935,2368,94.80000305,838,495.8999939,759,437.0499878,1030,151.8000031,2576,7.025000095,323.7999878,580.6779785,1671.356079,1069.199951,1774.813965,1108,385.2000122,51.66659927,680.5,1818.810303,1289
08/10/2010,1044,2713.436768,1607,114.1999969,1272,1200.50354,3273.5,351.8999939,274.5830994,2374.5,93.94999695,822,492.1000061,761,435.8500061,1016,149,2600,7,327.6000061,575.1530151,1655.971924,1074,1775.675049,1107,380.5,51.66659927,671.5,1790.302246,1248
11/10/2010,1042,2719.906738,1624,113.3000031,1268,1190.235474,3294.5,355.7999878,275.553009,2388.5,93.44999695,836.5,489.5,763.5,432.3500061,1038,146.8999939,2592,7.025000095,331.1000061,572.3905029,1645.043823,1075.300049,1792.045044,1113,385.8999939,51.66659927,684.5,1784.600708,1242
12/10/2010,1048,2723.888184,1608,115.0999985,1249,1198.792236,3320.5,355,272.2737122,2411,90.80000305,825.5,491.6000061,767,429.1499939,1039,142.8999939,2605,7.050000191,330,580.1254883,1645.043823,1050.699951,1774.813965,1124,378.2999878,51.66659927,680.5,1775.478149,1241
13/10/2010,1053,2870.708496,1634,116.3000031,1301,1207.348877,3340,365,269.7333984,2434,89.90000153,833.5,502.5,776.5,436.9500122,1008,143.5,2616,7.050000191,329,586.7554932,1645.043823,1054.199951,1790.322021,1143,380.7000122,51.66659927,700,1858.721558,1282
14/10/2010,1052,2850.302979,1626,117,1313,1201.359253,3337.5,366.5,258.6022949,2416.5,88.09999847,840,505.5,777,429.7000122,988,143.1999969,2597,7.070000172,327.7000122,576.8104858,1626.370728,1039.099976,1791.182983,1135,378.1000061,51.66659927,702,1862.142456,1311
15/10/2010,1042,2853.289307,1616,116,1307,1197.080811,3322.5,365.7999878,263.2672119,2416,87,840.5,504.5,768,425.4500122,971.5,147.3999939,2572,7.050000191,324.2999878,575.1530151,1616.397461,1027.099976,1778.26001,1124,373.7000122,51.66659927,707.5,1850.739258,1299
18/10/2010,1047,2833.381348,1618,115.6999969,1288,1207.348877,3359,369.8999939,267.1932068,2447,89.69999695,836,501.5,772,432.1499939,971.5,149.6000061,2590,7.130000114,321.8999939,582.8880005,1649.393799,1017.200012,1786.014038,1135,374.6000061,51.66659927,709,1878.107056,1291
19/10/2010,1047,2768.680908,1613,116,1244,1210.771484,3312.5,363.8999939,266.8237,2447.5,88.15000153,834.5,504.5,760.5,435.7000122,959.5,148.3000031,2576,7,324.3999939,572.9429932,1658.199951,1012.900024,1768.782959,1163,370.5,51.66659927,712,1861.002197,1223
20/10/2010,1035,2857.768555,1612,121.4000015,1264,1209.060181,3334,349.8999939,268.9020996,2461,84.25,821,508.5,762,435.3999939,974,150.1999969,2568,7.309999943,324,576.8104858,1634.009644,1025.300049,1753.704956,1160,373.2000122,51.66659927,712.5,1861.002197,1244
21/10/2010,1060,2929.934326,1620,126.1999969,1280,1205.637451,3302.5,357.2000122,264.1448059,2464.5,83.5,837.5,506.5,769,432.5,993,156.3000031,2607,7.25,329.2000122,582.8880005,1632.94873,1088.599976,1773.089966,1187,381.7999878,51.66659927,723,1886.089233,1250
22/10/2010,1061,2902.561035,1609,127.9000015,1269,1227.884888,3304,358.3999939,261.4659119,2438.5,80.19999695,830.5,507,756.5,428.7000122,994,154.6999969,2619,7.300000191,325.5,581.2305298,1642.815796,1084.300049,1755.859009,1180,378.1000061,51.66659927,724,1882.668213,1251
25/10/2010,1060,2968.256836,1614,127.9000015,1321,1261.255981,3300,354.2000122,259.8955994,2432.5,81.69999695,844,509,753.5,428.6499939,1026,156.1000061,2654,7.15500021,324.2000122,577.8381958,1657.139038,1077.800049,1760.166992,1186,376.2999878,51.66659927,726,1941.964844,1271
26/10/2010,1054,2916.496582,1617,127.8000031,1301,1266.390015,3263,347.7999878,256.200592,2438,82.09999847,841.5,508.5,751.5,426.3500061,1005,156.5,2768,7.050000191,321.6000061,575.1530151,1643.876831,1071.400024,1774.813965,1167,374.2000122,51.66659927,724,1922.579346,1264
27/10/2010,1045,2847.316895,1611,124.3000031,1299,1243.286987,3245.5,343.3999939,260.7731018,2401,79.44999695,832.5,505,746,419.0499878,1004,152.1000061,2704,7,318.6000061,574.6005249,1664.777954,1059.800049,1766.197998,1154,374.5,58.33330154,720.5,1908.89563,1247
28/10/2010,1049,2880.662598,1635,124.3000031,1326,1268.957031,3139.5,348.3999939,257.2629089,2404.5,78.15000153,838.5,510.5,744,423,1018,153.6000061,2694,7.25,321.7999878,567.4180298,1615.336548,1069.199951,1779.120972,1160,376.1000061,58.33330154,726,1898.63269,1254
29/10/2010,1047,2894.5979,1630,125.6999969,1322,1274.946655,3129.5,344.7000122,253.6602936,2380,78.09999847,841.5,509.5,739,425.7999878,1019,153.6999969,2690,7.25,332.2000122,565.2080078,1580.21814,1058.900024,1787.737061,1152,380.7000122,58.33330154,725.5,1896.352051,1250
01/11/2010,1048,2857.270752,1611,124,1341,1286.926147,3112,353.1000061,252.6903992,2393,76.25,830.5,507,743,424,1013,155.6999969,2700,7.329999924,328,574.6005249,1581.279175,1077.400024,1817.891968,1158,379.6000061,58.33330154,739,1900.913452,1257
02/11/2010,1061,2910.026611,1627,128.3000031,1384,1274.090942,3144,353.5,254.076004,2445,78.84999847,839,511,745,431.6499939,1026,156.5,2742,7.199999809,328.7000122,583.992981,1579.051147,1088.199951,1811.860962,1166,382.1000061,58.33330154,742,1972.75354,1272
03/11/2010,1049,2877.178711,1670,126.5,1323,1275.802368,3112,343.1000061,258.0942993,2444,77.65000153,825.5,514,741,439.2999878,1019,157.6999969,2733,7.489999771,331.2999878,573.4954834,1571.412109,1129,1824.784058,1160,379,58.33330154,740,1996.700195,1293
04/11/2010,1061,2951.335205,1680,126.1999969,1396,1287.781738,3071,342.6000061,265.2070923,2429,83.5,844.5,520,733.5,445.1000061,1040,161.6000061,2767,7.53000021,330.7000122,577.9155273,1595.602295,1173.800049,1835.984009,1169,379.7999878,58.33330154,733,2030.90979,1367
05/11/2010,1071,3015.040283,1693,125,1431,1324.575439,3091.5,341.8999939,267.747406,2447.5,84.75,841,518,730,446.3500061,1039,161.8000031,2774,7.769999981,335.7000122,578.4680176,1603.241455,1166.900024,1850.630981,1161,377.1000061,58.33330154,737.5,2034.330811,1413
08/11/2010,1073,2941.878906,1680,126.9000015,1428,1306.606445,3077,342,263.8677063,2448,83.5,835,513,731,444,1035,158.6000061,2751,7.349999905,333.7999878,593.385498,1648.332886,1192.699951,1837.708008,1158,374.2000122,58.33330154,737,2043.453369,1410
09/11/2010,1107,2945.362793,1671,135,1461,1300.616821,3093,348.5,274.3522034,2433.5,85.34999847,847.5,511,733.5,454.4500122,1027,159.1999969,2750,7.550000191,334.2999878,599.4630127,1628.492554,1252.5,1882.508057,1155,377.7999878,58.33330154,735.5,2070.615723,1448
10/11/2010,1100,2941.381348,1633,134.8999939,1405,1244.142578,3064.5,359.3999939,267.51651,2416,83.59999847,841.5,501,729.5,445.4500122,999,159.3999939,2709,7.5,336.2000122,597.2529907,1593.374268,1183.300049,1870.878052,1150,375.2999878,58.33330154,725,2024.067871,1396
11/11/2010,1099,3040.92041,1603,133.6000061,1472,1226.173584,3033.5,354.5,263.1748962,2405.5,81.30000305,835.5,508,721.5,449.7999878,1007,169.1000061,2690,7.5,336,598.9105225,1588.918213,1144.5,1854.938965,1151,368.3999939,58.33330154,716,1989.858276,1460
12/11/2010,1087,2998.118652,1562,134.8000031,1432,1210.771484,3036.5,350.5,259.1104126,2399,79.30000305,834.5,503,716,445.9500122,1004,168.3000031,2685,7.349999905,340.2000122,598.9105225,1563.666992,1123,1829.092041,1153,365.6000061,58.33330154,717.5,1996.700195,1450
15/11/2010,1094,3022.008057,1582,134,1438,1214.194214,3016,352.5,260.9117126,2399,76.90000153,807,507,724,448.7000122,1020,169.3000031,2677,7.300000191,337.7000122,597.2529907,1551.571777,1174.199951,1814.444946,1168,368.5,58.33330154,719.5,2008.103394,1453
16/11/2010,1072,2873.197021,1565,126.1999969,1359,1257.833252,3028,345.2000122,252.9212952,2382.5,73.55000305,795,489.7000122,719,435.6499939,1004,165.1000061,2631,7.300000191,333.3999939,585.6505127,1502.130249,1163.900024,1783.859985,1159,365.7999878,58.33330154,703.5,1946.526245,1361
17/11/2010,1069,2882.65332,1570,125,1365,1285.214722,3037.5,347.7999878,253.3370056,2363,74.75,790,488.7000122,717.5,435.6000061,1008,165.1000061,2616,7.349999905,332.2000122,585.0980225,1532.89856,1196.199951,1752.412964,1165,370.6000061,58.33330154,748,1986.437378,1346
18/11/2010,1080,2944.367432,1573,128.8000031,1395,1305.750854,3062.5,352.7000122,256.7547913,2402.5,75.65000153,801,495.3999939,723,438.25,1026,164.8000031,2632,7.300000191,331,591.7280273,1580.21814,1265,1752.412964,1193,373.2000122,58.33330154,744.5,2018.366333,1414
19/11/2010,1084,2925.455078,1554,128,1377,1336.554932,3058,349.7000122,253.290802,2427.5,74.94999695,805.5,496.2999878,721,435.8500061,1033,165,2621,7.349999905,329.8999939,584.5454712,1579.051147,1282.199951,1773.089966,1189,370.6000061,58.33330154,742.5,2000.121216,1408
22/11/2010,1075,2875.685547,1520,128.3999939,1375,1347.678589,3055,345.8999939,249.4111023,2412,74.80000305,806,487.2000122,711,431,1029,163.3000031,2605,7.25,329.5,595.59552,1590.085327,1270.599976,1763.613037,1184,374.2999878,58.33330154,735,2000.121216,1404
23/11/2010,1057,2820.441406,1509,124,1317,1324.575439,3010,338.7999878,244.0995026,2379,70.94999695,789.5,479.7000122,703.5,428.75,1008,161.8999939,2558,7.190000057,321.3999939,582.8880005,1573.534058,1225.400024,1745.089966,1164,371.7000122,58.33330154,725.5,1967.280029,1425
24/11/2010,1080,2894.5979,1531,124.9000015,1373,1310.884766,3044.5,333.7999878,246.639801,2384.5,72.94999695,795.5,478.2000122,716,437,1050,165,2625,7.184999943,322.1000061,625.430603,1586.796143,1228.900024,1736.043945,1175,370.8999939,58.33330154,742.5,1984.156738,1448
25/11/2010,1083,2971.740723,1569,130.5,1377,1312.596069,3048.5,335.1000061,247.8869019,2388.5,74.40000153,823,492,715.5,437.3999939,1044,166.8999939,2644,,324.2999878,605.5405273,1617.564575,1212.099976,1730.874023,1180,374.7999878,58.33330154,751,2009.243774,1469
26/11/2010,1083,2891.114014,1576,131,1325,1305.750854,3073,340.1000061,239.9889069,2394,74.40000153,832,490.1000061,723,436,1040,174.1999969,2628,7.150000095,316,613.2755737,1604.302368,1214.199951,1730.874023,1179,370.7000122,58.33330154,751,2030.90979,1442
29/11/2010,1067,2807.998779,1541,131.5,1299,1298.049805,3023,333.8999939,242.8986969,2333.5,71.05000305,815.5,480.1000061,715,428.25,996,169,2569,7.199999809,311,607.197998,1574.70105,1170.300049,1746.812988,1150,360.1000061,58.33330154,744,1961.350342,1406
30/11/2010,1061,2807.501221,1528,130.8999939,1315,1283.503418,2995.5,330.2999878,236.6172028,2330.5,70.05000305,807.5,481,701.5,425.9500122,996,170,2622,7.050000191,307.1000061,613.828125,1597.724243,1153.099976,1731.735962,1144,353.6000061,58.33330154,734.5,1956.78894,1411
01/12/2010,1078,2885.141602,1561,131.5,1361,1311.740479,3035,327.1000061,247.5635986,2348,70.69999695,824,491.5,715.5,429.8500061,1032,169.5,2674,7.175000191,312.8999939,625.430603,1672.523071,1185.800049,1769.644043,1146,358,58.33330154,751.5,1985.296997,1459
02/12/2010,1101,2985.67627,1589,144.6000061,1413,1341.688843,3064,330.7999878,253.9835968,2371,73.5,840,501.5,728,441.6000061,1099,174.1999969,2738,7.150000095,317.8999939,646.4255981,1727.37561,1286.900024,1804.107056,1153,370,58.33330154,789,2059.417725,1508
03/12/2010,1094,3036.441162,1606,144,1436,1339.977539,3046.5,326.2000122,247.5635986,2365,78,878,505,722,435.2000122,1079,175.1000061,2699,7.019999981,318,633.7180786,1724.086548,1268.900024,1800.660034,1146,369.1000061,58.33330154,785,2044.59375,1568
06/12/2010,1110,3047.888184,1610,150,1457,1340.833252,3034,325.5,242.9447937,2356.5,78.80000305,879,507,728,450,1109,177.3999939,2687,7.019999981,316.3999939,646.9780884,1744.987793,1259.400024,1813.583984,1142,373.3999939,58.33330154,782.5,2086.7854,1574
07/12/2010,1136,3047.888184,1615,150,1528,1359.657959,3027.5,325,242.5753937,2360,86.30000305,909.5,510,724.5,455,1130,178,2675,6.949999809,316.8999939,650.2930908,1769.178101,1296,1818.322021,1145,372.1000061,58.33330154,786,2143.801514,1605
08/12/2010,1106,2956.809814,1575,143.6999969,1510,1343.400146,3044,325.1000061,244.0072021,2376.5,86.75,907.5,510,724.5,456.6000061,1156,177.8000031,2710,7,318.8999939,647.5305786,1703.291504,1282.599976,1854.938965,1158,369.1000061,58.33330154,783.5,2115.293457,1527
09/12/2010,1105,2981.197021,1563,158,1510,1359.657959,3017,324.7000122,254.9535065,2366,89.05000305,932.5,512,718,455.3999939,1137,180.8000031,2740,6.849999905,320.7000122,645.3206177,1655.971924,1302.900024,1860.969971,1163,379.7999878,58.33330154,775,2099.329102,1518
10/12/2010,1091,3013.547119,1556,155.3000031,1497,1354.523926,3010.5,330.3999939,251.4432983,2379,89.55000305,911,508,710,455,1108,181.3999939,2757,6.75,324.5,638.1381226,1660.427979,1295.099976,1901.463013,1174,385.7999878,58.33330154,776.5,2084.504883,1533
13/12/2010,1104,3039.42749,1556,159.8999939,1543,1357.946655,3051.5,330.5,252.4593964,2377,87.34999847,885,510.5,707.5,458.3500061,1119,183.6000061,2740,6.699999809,326,633.7180786,1671.356079,1308.5,1895.432007,1173,376,58.33330154,785,2143.801514,1594
14/12/2010,1108,3065.80542,1535,158.1000061,1553,1357.946655,3107,337.5,251.258606,2407,87.25,895,511.5,711.5,473.1000061,1126,181.6999969,2724,6.699999809,328.7000122,629.2980957,1664.777954,1348.5,1910.939941,1170,379,58.33330154,791.5,2172.30957,1595
15/12/2010,1125,3095.169189,1551,157.3000031,1560,1361.369263,3149,333.5,242.0211029,2407.5,84.59999847,892.5,509.5,712.5,476.5499878,1125,181.8000031,2738,6.715000153,330.2999878,637.0330811,1701.063354,1320.900024,1913.525024,1170,376.8999939,58.33330154,812.5,2183.712646,1555
16/12/2010,1139,3109.104736,1550,166.1000061,1528,1362.224854,3153,330.3999939,243.4066925,2424,85.90000153,904.5,509,722,470,1141,179.3999939,2759,6.5,333.8999939,640.3480835,1720.797607,1323.5,1897.155029,1182,367.5,58.33330154,807.5,2207.659424,1525
17/12/2010,1133,3135.482666,1551,166.3999939,1530,1369.070313,2941,325,239.9427032,2455,84.5,899.5,516,723.5,467.1499939,1130,182.3999939,2764,6.599999905,330.6000061,639.7955933,1724.086548,1316.599976,1916.109009,1180,359.2000122,58.33330154,813.5,2242.724365,1538
20/12/2010,1128,3127.021729,1561,164.3999939,1547,1358.802246,2937.5,327.5,241.0973969,2463,85,886,525,728,469.1000061,1132,187.1000061,2801,6.349999905,335.2999878,643.6630859,1732.8927,1328.300049,1954.017944,1196,370.3999939,58.33330154,813,2244.149658,1547
21/12/2010,1149,3257.418213,1553,168.8999939,1594,1370.781616,2953.5,335.1000061,247.8869019,2485,86.75,899.5,522.5,736,472.4500122,1142,185.8000031,2905,6.570000172,337,645.3206177,1752.733032,1365.699951,1973.833984,1199,377,58.33330154,813,2278.359375,1594
22/12/2010,1160,3294.745361,1547,170.8999939,1605,1372.493042,2955,332.7999878,247.1016998,2505,87.84999847,902.5,529.5,738,470,1144,187.8000031,3059,6.525000095,338.1000061,649.7406006,1736.181641,1352.800049,1987.619019,1208,383.6000061,58.33330154,812.5,2317.130127,1602
23/12/2010,1166,3307.685303,1540,172.3999939,1606,1369.070313,2974,334.8999939,246.732193,2521,89.94999695,913.5,533,736,476.6499939,1145,187.8000031,3029,6.449999809,338.7999878,656.3706055,1752.733032,1348.900024,2009.157959,1215,377.6000061,58.33330154,819,2314.849609,1584
24/12/2010,1180,3291.759033,1545,168.3000031,1605,1369.070313,2988,336.2999878,246.5935974,2519,87.19999695,899.5,537,736.5,474.5499878,1153,186,3008,,342.2999878,656.3706055,1740.637817,1365.699951,2000.112061,1215,377.5,58.33330154,815,2325.112305,1607
27/12/2010,,,,,,,,,,,,,,,,,,,6.550000191,,,,,,,,,,,
28/12/2010,,,,,,,,,,,,,,,,,,,6.550000191,,,,,,,,,,,
29/12/2010,1182,3359.943359,1525,176.8999939,1634,1376.77124,2975,336,244.5151978,2500,90.84999847,904,532,732.5,473.3500061,1147,184.6999969,2993,6.550000191,336,653.055603,1763.661011,1339,2025.527954,1211,381.5,58.33330154,807,2330.813965,1619
30/12/2010,1182,3370.39502,1522,174,1624,1374.204346,2966,330.7000122,244.1457062,2492.5,89.94999695,900.5,531.5,730,471.2000122,1136,183.5,3002,6.800000191,334.2999878,649.7406006,1753.793945,1335.599976,2018.203979,1200,377.3999939,58.33330154,802.5,2338.796143,1661
31/12/2010,1181,3320.127686,1515,172.8999939,1612,1381.049683,2922,330,241.6977997,2463.5,88.65000153,890,524.5,719,465.5499878,1124,180.8000031,2982,6.650000095,331.6000061,642.0056152,1775.756104,1346.800049,2018.203979,1185,368.2999878,58.33330154,798,2333.094482,1668
03/01/2011,,,,,,,,,,,,,,,,,,,6.650000095,,,,,,,,,,,
04/01/2011,1164,3391.298096,1548,171.6999969,1622,1415.276367,2990,342.2999878,251.9514008,2488,93.05000305,937.5,531,731.5,492.8999939,1142,185,3096,6.579999924,332.1000061,627.640625,1720.797607,1306.699951,2067.743896,1197,381,58.33330154,800,2379.8479,1682
05/01/2011,1150,3333.067871,1565,164.6999969,1586,1422.977417,3009,341.7999878,259.5722961,2485,95.80000305,941,529,745.5,499.25,1120,186.1000061,3153,6.650000095,335.7000122,633.1655884,1701.063354,1250.400024,2040.17395,1204,385.6000061,58.33330154,795,2331.954346,1667
06/01/2011,1139,3294.247559,1567,171.1000061,1537,1375.915649,3026,350.8999939,256.8009949,2481,96.40000153,942,528,745,496.8999939,1121,185.3999939,3150,6.699999809,335,633.7180786,1697.774414,1243.099976,2027.250977,1228,388.7999878,58.33330154,784.5,2331.954346,1578
07/01/2011,1150,3265.878906,1548,170.5,1511,1362.224854,2989,346.7999878,254.1221924,2426.5,93.40000153,938,528.5,752,492.5,1127,185,3147,6.650000095,336.2000122,625.430603,1673.584106,1228,1984.172974,1221,380,58.33330154,775.5,2363.883301,1556
10/01/2011,1141,3211.630127,1543,166.3999939,1505,1370.781616,2966,340.3999939,255.6002045,2418.5,92.44999695,940,525.5,757,486.3500061,1119,187.3000031,3097,6.690000057,333.7999878,626.5355835,1673.584106,1245.199951,1966.94104,1207,378,58.33330154,774,2345.638184,1521
11/01/2011,1136,3268.367432,1536,176.1999969,1532,1396.45166,3000,340,269.7333984,2430,94.90000153,949.5,525.5,770.5,500,1142,190.8000031,3128,6.75,333.1000061,636.4805908,1694.485352,1248.199951,2076.360107,1236,380,58.33330154,786.5,2484.75708,1559
12/01/2011,1131,3380.84668,1525,170,1571,1399.018677,3014,345.6000061,279.5250854,2411,92.90000153,941.5,532.5,770,503.8999939,1118,188.3000031,3137,6.730000019,327.3999939,627.0880737,1785.623169,1260.300049,2051.374023,1212,380,58.33330154,780.5,2501.862061,1533
13/01/2011,1126,3394.284424,1569,166.3000031,1539,1431.534058,2995,342.6000061,282.6658936,2325,95.44999695,943,527,768,503.7000122,1080,185.5,3120,6.670000076,329.2000122,619.3530884,1780.212158,1277.099976,1994.510986,1224,389,58.33330154,775.5,2497.300781,1558
14/01/2011,1120,3284.791504,1573,162,1502,1382.760986,2990,346.7000122,287.2846069,2366.5,95.75,943,527.5,765,499.5,1055,182,3130,6.769999981,327.2000122,622.1156006,1758.143921,1308,1981.588013,1225,401.1000061,58.33330154,775,2503.002197,1492
17/01/2011,1112,3274.339844,1571,159.1999969,1489,1385.328003,2978.5,349.3999939,283.2200928,2353,96.55000305,941.5,520.5,766.5,500.7000122,1059,183.1999969,3119,,328.7999878,626.5355835,1760.371948,1306.699951,2000.541992,1235,408,58.33330154,775.5,2485.897461,1439
18/01/2011,1116,3304.699219,1620,170.3000031,1531,1411.85376,3005.5,361.1000061,284.2824097,2371.5,101,960,532,775,509,1115,184,3109,6.599999905,335.5,636.4805908,1760.371948,1294.300049,2003.988037,1250,400.5,58.33330154,779,2493.879883,1466
19/01/2011,1115,3204.164795,1619,167.3000031,1476,1377.626953,2979,349.8999939,273.5669861,2337.5,99.34999847,943.5,532,755,506,1090,179.3000031,3018,6.795000076,330,621.0106201,1734.059814,1273.599976,1983.741943,1225,394.8999939,58.33330154,773.5,2492.739502,1430
20/01/2011,1079,3052.865234,1622,161.3000031,1419,1379.338257,2922.5,343.2000122,280.1256104,2297,98,916,523.5,740,494.0499878,1045,176.6000061,2967,6.599999905,329.5,616.5905762,1658.199951,1277.900024,1938.51001,1197,390.2999878,58.33330154,757.5,2477.915283,1346
21/01/2011,1086,3076.754639,1656,163.3999939,1411,1379.338257,2963.5,349.6000061,277.9548035,2282.5,98,919,516.5,740,497.2999878,1031,174.6000061,2980,6.5,326.5,623.2205811,1659.260864,1308,1924.724976,1204,388.7000122,58.33330154,761.5,2474.494385,1349
24/01/2011,1092,3111.593262,1649,161.3999939,1408,1384.47229,3032,353,277.5852966,2373,99,924.5,518.5,747,497,1030,172.8999939,2941,6.550000191,327.1000061,627.0880737,1667.006104,1342.900024,1916.970947,1221,394.1000061,58.33330154,774,2472.213623,1355
25/01/2011,1081,3060.828369,1637,163.8000031,1390,1351.101196,3029,351.6000061,275.6915894,2355,95.55000305,917,520.5,750.5,497,1063,176.1999969,2948,6.449999809,326.1000061,628.1931152,1675.812256,1383.800049,1916.970947,1241,398.2999878,58.33330154,773,2498.440918,1312
26/01/2011,1099,3140.957275,1658,167.1000061,1436,1378.482666,3073.5,355.6000061,272.9666138,2376,98.30000305,926,527,760,491.7000122,1078,180.5,3000,6.53000021,326.8999939,619.9055786,1725.253662,1391.5,1885.954956,1258,390,58.33330154,782.5,2529.229736,1330
27/01/2011,1087,3128.514893,1660,164.6000061,1440,1408.431152,3042,347.2000122,276.5692139,2370,96.80000305,919.5,525.5,759.5,486.3999939,1080,180.8000031,2930,6.559999943,325.3999939,617.1431274,1706.580444,1380.300049,1902.755005,1245,390,58.33330154,780,2520.107178,1337
28/01/2011,1065,3017.031006,1637,164.5,1398,1410.998047,3042.5,348.8999939,275.4606934,2307.5,92,899,520.5,760.5,486.7999878,1082,177.1000061,2895,6.5,323.5,615.4855957,1675.812256,1361.400024,1897.58606,1221,391.6000061,58.33330154,775,2480.195801,1316
31/01/2011,1062,3048.385986,1643,166,1406,1413.565063,3030.5,342,271.3500061,2305,92.15000153,884.5,518.5,760.5,484.8500061,1074,175.5,2850,6.514999866,319.8999939,613.828125,1637.298706,1351.099976,1891.124023,1202,388,60,775,2482.476563,1296
